"Station",Date,"Time",Depth_Matching,Depth,NomDepth,Bottle,Temp,"qcT",Salinity,"qcS","rqcS",Salinity_lab,Cond,"qcC",Density,"qcDensity",DO,"qcDO","rqcDO",DO_raw,"qcDO_raw","rqcDO_raw",DO_corr,"qcDO_corr",DO_lab,"qcDO_lab",DO_lab_holding,DOSat,"qcDOSat",pH,"qcPH",Xmiss_25cm,"qcXmiss_25cm",Beam_c,"qcBeam_c",Rep,Secchi,"qcSec",FC,"qcFC","rqcFC",Entero,"qcEntero","rqcEntero",Chla_lab,"qcChla_lab","rqcChla_lab",Chla_raw,"qcChla_raw",Pheo,"qcPheo","rqcPheo",NO3(uM)D,"qcNO3(uM)D",NO2(uM)D,"qcNO2(uM)D",NH4(uM)D,"qcNH4(uM)D",PO4(uM)D,"qcPO4(uM)D",SiOH4(uM)D,"qcSiOH4(uM)D",NO23D,"qcNO23D","rqcNO23D",NO2D,"qcNO2D","rqcNO2D",NH43D,"qcNH43D","rqcNH43D",OPD,"qcOPD","rqcOPD",NO23T,"qcNO23T","rqcNO23T",NO2T,"qcNO2T","rqcNO2T",NH4T,"qcNH4T","rqcNH4T",NH3UN,"qcNH3UN",PT,"qcPT","rqcPT",OPT,"qcOPT","rqcOPT",Turbidity,"qcTurb","rqcTurb",TOC,"qcTOC","rqcTOC","Remarks","CTD",station_id
"NRR001",4/22/1991,"1555",10,10,10,,8.85,"1",28.06,"1","",,,"",21.71,"C",,"","",9.568,"2","",,"",,"",,99,"C",8.1,"1",77.6,"1",1.02,"C",1,,"",,"","",,"","",1.050,"3","",,"",3.95,"3","",,"",,"",,"",,"",,"",0.300,"2","",0.010,"2","K",0.010,"2","",0.066,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",4/22/1991,"1555",30,30,30,,8.84,"1",28.10,"1","",,,"",21.75,"C",,"","",9.348,"2","",,"",,"",,97,"C",8.1,"1",77.7,"1",1.01,"C",1,,"",,"","",,"","",2.730,"3","",,"",2.07,"3","",,"",,"",,"",,"",,"",0.300,"2","",0.010,"2","K",0.010,"2","",0.064,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",5/28/1991,"1410",0.500,0.5,0,,9.24,"1",29.22,"1","",,,"",22.56,"C",,"","",9.110,"2","",,"",,"",,96,"C",8.1,"1",79.6,"1",0.92,"C",1,8,"1",1,"1","K",,"","",2.200,"3","",,"",2.90,"3","",,"",,"",,"",,"",,"",0.300,"2","",0.010,"2","K",0.020,"2","",0.057,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",5/28/1991,"1410",10,10,10,,9.25,"1",29.20,"1","",,,"",22.54,"C",,"","",9.128,"2","",,"",,"",,96,"C",8.1,"1",79.6,"1",0.91,"C",1,,"",,"","",,"","",2.600,"3","",,"",2.40,"3","",,"",,"",,"",,"",,"",0.290,"2","",0.010,"2","K",0.020,"2","",0.055,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",5/28/1991,"1410",30,30,30,,9.24,"1",29.21,"1","",,,"",22.55,"C",,"","",8.842,"2","",,"",,"",,93,"C",8.1,"1",79.6,"1",0.91,"C",1,,"",,"","",,"","",1.700,"3","",,"",2.50,"3","",,"",,"",,"",,"",,"",0.310,"2","",0.010,"2","K",0.020,"2","",0.056,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",6/17/1991,"1520",0.500,0.5,0,,10.41,"1",29.03,"1","",,,"",22.23,"C",,"","",8.668,"2","",,"",,"",,94,"C",8.2,"1",83.4,"1",0.73,"C",1,9.1,"1",2,"1","",,"","",0.050,"3","K",,"",0.05,"3","K",,"",,"",,"",,"",,"",0.200,"2","",0.010,"2","",0.030,"2","",0.047,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",6/17/1991,"1520",10,10,10,,10.40,"1",29.03,"1","",,,"",22.23,"C",,"","",8.610,"2","",,"",,"",,93,"C",8.2,"1",83.3,"1",0.73,"C",1,,"",,"","",,"","",0.050,"3","K",,"",0.05,"3","K",,"",,"",,"",,"",,"",0.210,"2","",0.010,"2","",0.030,"2","",0.055,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",6/17/1991,"1520",30,30,30,,10.34,"1",29.09,"1","",,,"",22.29,"C",,"","",8.569,"2","",,"",,"",,93,"C",8.2,"1",83.4,"1",0.73,"C",1,,"",,"","",,"","",0.050,"3","K",,"",0.05,"3","K",,"",,"",,"",,"",,"",0.180,"2","",0.010,"2","",0.020,"2","",0.043,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",7/22/1991,"1530",0.500,0.5,0,,10.51,"1",29.91,"1","",,,"",22.89,"C",,"","",6.564,"2","",,"",,"",,72,"C",8.0,"1",82.6,"1",0.77,"C",1,9,"1",1,"1","",,"","",1.580,"3","",,"",3.37,"3","",,"",,"",,"",,"",,"",0.180,"2","",0.010,"2","K",0.020,"2","",0.050,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",7/22/1991,"1530",10,10,10,,10.43,"1",29.90,"1","",,,"",22.91,"C",,"","",6.526,"2","",,"",,"",,71,"C",8.0,"1",83.1,"1",0.74,"C",1,,"",,"","",,"","",2.020,"3","",,"",2.03,"3","",,"",,"",,"",,"",,"",0.200,"2","",0.010,"2","K",0.020,"2","",0.057,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",7/22/1991,"1530",30,30,30,,10.40,"1",29.90,"1","",,,"",22.91,"C",,"","",6.400,"2","",,"",,"",,70,"C",8,"1",83.1,"1",0.74,"C",1,,"",,"","",,"","",1.250,"3","",,"",1.46,"3","",,"",,"",,"",,"",,"",0.220,"2","",0.010,"2","K",0.020,"2","",0.059,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",8/19/1991,"1645",0.500,0.5,0,,12.66,"1",29.66,"1","",,,"",22.32,"C",,"","",7.954,"2","",,"",,"",,91,"C",8.1,"1",78.9,"1",0.95,"C",1,10,"1",1,"1","K",,"","",,"","",,"",,"","",,"",,"",,"",,"",,"",0.220,"2","",0.010,"2","K",0.010,"2","",0.066,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",8/19/1991,"1645",10,10,10,,12.17,"1",29.76,"1","",,,"",22.50,"C",,"","",7.492,"2","",,"",,"",,85,"C",8.1,"1",83.4,"1",0.72,"C",1,,"",,"","",,"","",,"","",,"",,"","",,"",,"",,"",,"",,"",0.240,"2","",0.010,"2","K",0.010,"2","",0.063,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",8/19/1991,"1645",30,30,30,,11.40,"1",29.98,"1","",,,"",22.80,"C",,"","",6.664,"2","",,"",,"",,74,"C",8.1,"1",85.4,"1",0.63,"C",1,,"",,"","",,"","",,"","",,"",,"","",,"",,"",,"",,"",,"",0.300,"2","",0.010,"2","K",0.010,"2","K",0.067,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",9/23/1991,"1435",0.500,0.5,0,,12.11,"1",30.20,"1","",,,"",22.84,"C",,"","",6.890,"2","",,"",,"",,78,"C",8.1,"1",77.4,"1",1.03,"C",1,5.5,"1",1,"1","K",,"","",,"","",,"",,"","",,"",,"",,"",,"",,"",0.210,"2","",0.010,"2","K",0.010,"2","",0.058,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","Mixin, drifted south towards bridge","",83
"NRR001",9/23/1991,"1435",10,10,10,,12.07,"1",30.21,"1","",,,"",22.86,"C",,"","",6.813,"2","",,"",,"",,77,"C",8.1,"1",77.4,"1",1.03,"C",1,,"",,"","",,"","",,"","",,"",,"","",,"",,"",,"",,"",,"",0.230,"2","",0.010,"2","K",0.010,"2","",0.066,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
"NRR001",9/23/1991,"1435",30,30,30,,12.00,"1",30.24,"1","",,,"",22.89,"C",,"","",6.717,"2","",,"",,"",,76,"C",8.1,"1",77.6,"1",1.01,"C",1,,"",,"","",,"","",,"","",,"",,"","",,"",,"",,"",,"",,"",0.220,"2","",0.010,"2","K",0.010,"2","",0.061,"2","",,"","",,"","",,"","",,"",,"","",,"","",,"","",,"","","","",83
